name,line
Shiki,"777... ! No way! Like 777, ""Def Märch"" vocalist and rising"
777,"Oh, you've heard of us? Rock on. We're still totally indie. But"
Shiki,"Whoa, are you all right?"
777,"Yeah, my throat's just sore. I had to shout a lot during load-"
Shiki,"Oh, you poor thing.."
Neku,"(No tech, no show, huh? So if we find the guy...) You can rehearse if "
777,"Of course! It's that, or call off the show. So how 'bout it? Will you "
Shiki,"We want to help, but... We don't really have time...do we?"
Neku,......
Neku,"Sorry, but we've got stuff to do."
777,"It's cool. I'm sure you're busy. Just, if you see him? Tell "
Shiki,All right. We will.
777,Thanks!
Neku,(...Is that her idea of saying no?)
Neku,"Sure, we'll do it."
Shiki,What? We will!?
Neku,Yup.
777,"Thanks, man! You rock! If you see him, tell him to haul it back to"
Neku,OK.
Shiki,Hee hee!
Neku,"Ugh, stop laughing."
Shiki,"Sorry, I've just never seen you act so...nice."
Neku,"(...She still doesn't get it.) If the tech comes back, he can turn "
Shiki,"Oh... Duh! Neku, that's brilliant!"
Neku,"Plus, that 777 guy? He's a--"
Shiki,Now we can help 777 AND finish the mission!
Neku,(Sigh...)
Shiki,A black tee and lanyard... I don't see anyone like that 
777,I'll be here waiting. Thanks again!
Reaper,...... Want past this wall? Then here. Defeat the Noise!
Shiki,Another wall.
Neku,No big deal. We know how to handle it now.
Shiki,! Hey! Why don't we try that pin?
NekU,"Oh, the one Mr. Hanekoma gave us?"
H,"OK, Phones! In honor of your growth as a human being, and a friendship"
Neku,"(OK, but... First, could YOU remember my name?) Um, Mr. Hanekoma. It's"
H,"! Oh, right! Sorry, Neku. My bad. I got it now."
Neku,(I wonder.)
H,So let's start with some Q & A. You got questions? I got answers.
H,"To win the ""Reapers' Game""... you must complete seven missions, one "
Shiki,"So...is it true that if we don't, we'll be erased?"
H,"Well, only if you fail, to be precise."
Shiki,Huh?
H,You two aren't the only Players. If any one Player completes the
Shiki,Then we don't have to play.
H,"Ah, but if you all think like that and ignore the missions--"
Neku,Then we all wind up erased.
H,"Furthermore, the Reapers grade the Players."
Neku,Grade us?
H,"Naturally, you get points for finishing a mission."
Shiki,But...what are the grades for?
H,"On the seventh day, you'll know. Just clear the missions. You'll be "
Neku,What are Reapers?
H,"Their main job are running the Game, and testing the Players. So like"
Shiki,She was such a creep...
Neku,So they're like some kind of group?
H,"Yes! Very sharp, Phones. You've seen the guys in red, by the walls?"
Neku,(I knew it.)
Shiki,"Whoa, really? But the guys by the walls never attacked us."
H,Not all Reapers are cut from the same cloth. Some are Harriers; others
Shiki,So they don't fight.
H,"The Harriers, on the other hand, hunt Players for a living. It's not"
Neku,So we're their lunch.
H,"Everybody's gotta eat, kiddo..."
Neku,Mr. Hanekoma...Who are you?
H,"What, me? Pfft... ...... All right. I'll tell you a little. The name's"
Neku,I didn't ask for your personal ad.
H,"I'm a big gambler. My favorite word: ""windfall."" ""Natto"" gets my tummy"
Neku,Like I said--
H,"As for my physical dimensions,"
Neku,Stop. Please.
Shiki,So you run a café? I thought you said you were a guardian.
H,"The café's like a hobby. Totally hip, right?"
Shiki,Yeah! I think it's cool.
Neku,(Uhh...what?)
H,Drop by my place if you get the chance. I'll give you the best cuppa 
Neku,(What kind of invite is that!?)
Shiki,"This...IS Shibuya, right?"
H,You bet. But not your Shibuya. It's an alternate Shibuya we call the
Shiki,"""UG""?"
H,"As in ""Underground."" The UG is one big chessboard for the Reapers' "
Neku,You expect us to believe that?
H,"The Shibuya you came from is called the RG. The ""Realground."""
Shiki,So we're in another world?
H,No... The RG and UG exist in the same space. What you see is the RG--
Neku,......
H,The UG is run by the Composer.
Neku,Who's that?
H,Shibuya's supervisor.
Neku,Shibuya has a supervisor? Right.
H,"I can't say anything more on that subject. It's classified, you dig?"
H,"Now, for that gift I promised..."
H,In honor of you two making up!
Shiki,What is this pin? It's blank. What it's psych?
H,This one's a little different. It takes two people to use. It only 
Shiki,Yeah! You're great at psychs. Way better than me.
Neku,You think?
H,"There, see? You take good care of that."
Shiki,"Let's try and get to work, Neku!"
Neku,...... (But...I can't use it by myself. I'm supposed to sync up with 
H,Just to be clear... You need more than talent to use that. It takes
Neku,"I'll use it. And please... My name is Neku. Not ""Phones."""
H,"! Oh, right! Sorry 'bout that. I got it now, Phones!"
Shiki,"He was quite a character, huh?"
Neku,(And really bad with names.)
Shiki,"What a nice guy, giving us that pin. And fun to talk to."
Neku,I'll give you that. (Something about him just...pulls you in. Not sure
Shiki,Neku! Let's try the pin!
Neku,"...... (So I have to sync up with her? Pfft, right.)"
Shiki,"What's wrong? Oh, I know. You forgot how it works, right? You're"
Neku,......
Shiki,"Let's see... First, we have to fight in sync."
Neku,(And that's where this all goes to hell.)
Shiki,"Then, once we've got a groove going, this pin will activate, and you "
Neku,(Great explanation.)
Shiki,Ready to give it a shot?
Shiki,What? You're not going to fight?
Neku,I'm not ready.
Shiki,All right. No rush.
Shiki,OK! Here goes nothing!
Neku,...... Come on.
Shiki,"So, did you get the hang of it? Or do you want to practice some more?"
Shiki,If we work together... we should get a ton of use out of this!
Neku,......
Reaper,Objective met. Wall clear!
Shopkeeper,Welcome.
Neku,! Huh!? I thought no one could see us!
Shiki,"What, did you forget, Neku? It's like Mr. Hanekoma said."
Shiki,"Inside places with that decal, we become visible so we can do some"
Neku,Oh yeah...
Shiki,I don't see anyone with a black tee and lanyard.
Neku,He might be indoors.
Techie,"Man, screw the concert. Can't they hire another tech?"
Shiki,"! Psst! Neku, did you hear that?"
Neku,Yup. Looks like we found our man. Guess he's on strike. (He picked the
Techie,"I'm tellin' ya, I've got stage presence! I'm not the behind-the-"
Doi,"Well, just remember, son. The future is a clean slate, and you're "
Ken,"Now have a hot bowl of ramen and cheer... ...up? Hey, where'd he go?"
Shiki,Neku! The tech just took off!
Neku,What? Dammit! I don't care if I have to DRAG him back to A-East!
Techie,Whew...I just can't deal anymore. Wish I could curl up and forget all
Shiki,Wow. Talk about your negative vibes. He'll never come back with us 
Neku,"Yes, he will. He has to."
Shiki,He seems so down. I wonder what's on his mind...
Neku,"Dammit, what is he DOING? We need to restore the power."
Neku,!? Hey! He's surrounded by Noise!
Shiki,You're right! It's like he's possessed!
Techie,"Man, now I feel all out of whack. It just gets worse and worse."
Shiki,We should erase the Noise around him.
Techie,"Huh? What am I doing here? ! Oh, crap! Look at the time! I gotta get"
Shiki,Good. Now he'll head back.
Neku,"And once he does, we'll have power."
Shiki,"Pretty weird, though, the way he snapped right out of it."
Neku,Yeah... You think the Noise are out to hijack people's minds?
Shiki,But then what about last time? Remember? They erased the people they
Neku,(Maybe they're like the Reapers--not all cut from the same cloth. Or
Shiki,"Well, either way, they're not good for you! If we see anyone else"
Neku,"(OK, Captain Sappy. Roger that.)"
Shiki,"C'mon, let's drop by A-East. The tech should be back by now."
Shiki,Now we can get some light. Back to A-East!
777,The hell you been? Go get us ready for rehearsal!
Techie,"I'm sorry, 777... But...the stage lighting's busted."
777,"It's what? How're we gonna rehearse--no, how're we gonna PLAY THE SHOW!?"
Techie,I got a repairman working on it. That's why I was out--to pick up the
777,Great! Then we're ready to rock.
Techie,Huh?
777,"You got the part, right?"
Techie,"Umm... Define ""got""..."
777,You nimrod! Go get the part. Move it.
Techie,Right away!
Shiki,Uh-oh... More trouble?
777,Hey! Domo arigato for findin' the tech!
Shiki,"You're welcome, but... Something wrong?"
777,"Yeah, sounds like our lightings on the fritz. The guy just went hunting"
Shiki,Guess we're gonna be in the dark a while longer.
Neku,Think the tech's got it covered?
Shiki,...Maybe we should check on him.
Shiki,Think the tech's got it handled?
Neku,He went north when he took off...
Shiki,Maybe we should check up on him.
Reaper,...... Want past this wall? Then beat two of these-- where I can see
Neku,"Noise symbols are those things we see when we scan, right?"
Shiki,And we need to erase the kind in his picture.
Neku,OK... Let's get cracking.
Neku,OK! I think we took out the right Noise.
Shiki,Me too. Let's hurry up and open the wall!
Reaper,...... Objective met. Wall clear! [Wall is lowered]
Shiki,"! Hey, look! It's Beat and Rhyme. Let's go say hi!"
Neku,...... (Why? We're not at a party. What a pain in the rrgh...)
Shiki,"Look, see? Beat and Rhyme are right over there. Heeey!"
Neku,Ugh...
Shiki,Beat! Rhyme!
Beat,"Heh. Talk about crap for luck, yo. Here comes Phones."
Rhyme,Gathered any intel for the mission?
Shiki,"No, not at all. But I know we'll get through it! We just have to take"
Rhyme,But then what's this meme for?
Shiki,"""Meme""? What's a ""meme""?"
Beat,......
Rhyme,"I think Shiki could use our help. We can tell her, right?"
Beat,Well...aight. But only 'cause it's Shiki.
Shiki,"So what's a ""meme""?"
Rhyme,Memes are words or ideas related to the missions. Whenever we see or
Shiki,Blackout? ! Huh? I just got mail... You're right. It showed up on my
Rhyme,They're for imprinting.
Shiki,What's your take on today's mission?
Rhyme,"You mean, ""defeat the master of A-East""?"
Shiki,We were there. It's pitch black. You can't see a thing.
Rhyme,Pitch black? Hmm... That might explain the meme...
Shiki,So memes are for imprinting.
Neku,Meaning...what?
Rhyme,Oh. Imprinting's one of the Player Pin's powers. You can use it to 
Neku,(This pin can do that? )
Rhyme,Oh yeah! When you imprint--
Beat,"Yo, forget it, Rhyme. Don't bother. Phones don't trust us anyway."
Rhyme,"Beat, don't be like that. A problem shared is a problem halved, right?"
Shiki,"Ahh! No, no! There's nothing to worry about."
Beat,"C'mon, Rhyme. Le's bounce."
Shiki,Hmm... Beat's still mad... I wish we could patch things up.
Neku,(Why? Just leave him alone. Quit worrying about everybody else.)
Shiki,"Well, at least we know how to imprint memes now. That was nice of "
Neku,But what's the point?
Shiki,"Well, umm..."
Man,Ahh... What should I do?
Neku,!
Man,Considering the circumstances... But...no...that won't do.
Neku,What's tearing that guy up?
Shiki,"It looks like he can't make up his mind. ! Hey! Neku, why don't we try"
Neku,OK... Why not? Let's give it a shot.
Neku,...So. Want to try imprinting on that guy?
Shiki,Yeah. We need to find out what it does!
Man,Ahh...What should I do? Considering the circumstances... But...
Man,...Hmm! Bah. It's no use. Why pretend I have the
Man,(Ahh...)
Man,"(No matter what I do, it never seems to work out. "
Man,"! ...Blackout? A blackout... That's right! First... I need to,"
Neku,Is that guy gonna be OK?
Shiki,"Well, we know how it works now. We'll work on finesse next time."
Neku,(Is this really gonna help?)
Techie,Man... What do I do? What was that part I need a replacement for? I
Shiki,"Hey, isn't that the tech?"
Neku,"Yup. Full of fail, as usual."
Shiki,Neku!
Neku,I know. I'll try imprinting.
Shiki,Neku! Let's try imprinting on the tech! It might jog his
Techie,Man... This sucks. What was that part I need a replacement for? I 
Techie,Sigh... I am so gonna get yelled at.
Techie,(Arrgh... I can't remember.)
Techie,"(The guy would know, But I can't wander back now... What "
Techie,! (Blackout...?) Oh yeah! I gotta fix the lighting. And to do that... 
Neku,The guy? Was there somebody by the stage?
Neku,Who's this guy the tech mentioned?
Shiki,Was there someone fumbling around inside A-East?
Neku,"If so, let's hope he has a better memory than the tech."
Shiki,How are we gonna find anybody in the dark?
Neku,We don't need light to scan.
Shiki,Hey... Good point! What are we waiting for?
Guy,I can't believe he's not back yet! How long could it possibly take to
Neku,...A fuse? Is that what the tech's after?
Shiki,That has to be the part he needs. What do you say we give 
Techie,Man... This sucks. What was that part I need a replacement for? I 
Techie,(Arrgh... I can't remember.)
Techie,(! ...Fuse?) The fuse! I have to fix the lights. And I need a new 
Techie,I have to hurry!
Neku,And away he goes.
Shiki,Maybe he'll buy the part now. Or maybe he won't... We'd better follow
Shiki,Look! He just went inside.
Neku,Let's move.
Techie,Thank you! You saved my life! I'll never forget this!
Shiki,Whew! He finally bought what he needs.
Neku,Now maybe we can get some light.
Shiki,"We should head back, too."
Shiki,"Maybe, finally, we'll get some light! C'mon, back to A-East!"
777,Quit playing around!
Techie,"Wait, wait-- I got the part!"
777,Damn right you do! Now fix the lights!
Techie,Eep!
Shiki,That should do it!
Neku,Finally we can see inside.
Shiki,Yeah. C'mon!
Shiki,"Now we can face A-East's master! But, um... who or what is "
Neku,"Once we face it, we'll know. Just don't let your guard down."
Shiki,I...I won't!
Shiki,Huh? Still no power...
Neku,What's busted now?
Shiki,"If the repairman's still in the back, he would know."
Techie,What's the story?
Repairman,This should about do it...
Techie,All fixed?
Repairman,Yup! Try flipping the breaker.
Techie,OK! Here goes!
Repairman,Hmm? No good...The power blew again.
Techie,What!? Why? I thought you fixed it!
Neku,What's wrong now?
Shiki,I dunno... Maybe the fuse wasn't the problem.
Neku,!? Wait! Something's in here!
Shiki,Huh!?
Neku,It's coming! Get ready!
Shiki,"Geez! Talk about a heart attack! But...that was the master, right?"
Neku,Nope! Clock's still ticking!
Shiki,You're kidding! Then...where's the master!?
Neku,No! We're out of time!
Beat,"Don't drop the ball now, yo! Here's your ""master""!"
Shiki,Beat! Rhyme!
Beat,"Yo, looks like we made it."
Rhyme,Yup! The timer's gone now. Mission complete.
Shiki,But...I'm so confused...
Repairman,Huh? It's fixed!
Techie,You sure?
Repairman,Uh-huh. The lights should work now.
Techie,"OK, I'm gonna go tell the others!"
Neku,Looks like they're in business.
Rhyme,This place is gonna fill right up. We should step outside for now.
Shiki,"Oh, so taking out the giant bat wasn't enough! Whoops. Good thing you"
Beat,"Man... You two shoulda gathered more info, yo. I'm talkin' to you,"
